siretAcheteur,urlProfilAcheteur,urlDCAT,coordonnees,last_modified,datagouv_resource_id
20002787800012,https://marches.megalis.bretagne.bzh,null,ECOLE SUPERIEURE EUROPEENNE D ART DE BRETAGNE 35000 RENNES,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
81757561600013,https://marches.megalis.bretagne.bzh,null,OFFICE DE TOURISME DE LA FORET FOUESNANT 29940 LA FORET-FOUESNANT,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290080700018,https://marches.megalis.bretagne.bzh,null,COMMUNE DE L HOPITAL CAMFROUT 29460 HOPITAL-CAMFROUT,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21560046100010,https://marches.megalis.bretagne.bzh,null,COMMUNE DE CRACH 56950 CRACH,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
22290001100016,https://marches.megalis.bretagne.bzh,null,DEPARTEMENT DU FINISTERE 29000 QUIMPER,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220337600018,https://marches.megalis.bretagne.bzh,null,COMMUNE DE SEVIGNAC 22250 SEVIGNAC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
25290105300014,https://marches.megalis.bretagne.bzh,null,SYNDICAT MIXTE DU PARC NATUREL REGIONAL D ARMORIQUE 29590 LE FAOU,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21350217200017,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LE PERTRE 35370 LE PERTRE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21290035100017,https://marches.megalis.bretagne.bzh,null,COMMUNE DE COAT MEAL 29870 COAT-MEAL,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220211300016,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PLOUBEZRE 22300 PLOUBEZRE,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220028100013,https://marches.megalis.bretagne.bzh,null,COMMUNE DE CAMLEZ 22450 CAMLEZ,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220180000019,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PLELAN LE PETIT 22980 PLELAN-LE-PETIT,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
26290152300015,https://marches.megalis.bretagne.bzh,null,CTRE COM ACTION SOCIALE DE PLOUDALMEZEAU 29830 PLOUDALMEZEAU,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220226100013,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PLOUMILLIAU 22300 PLOUMILLIAU,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21560133700011,https://marches.megalis.bretagne.bzh,null,COMMUNE DE MISSIRIAC 56140 MISSIRIAC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21350221400017,https://marches.megalis.bretagne.bzh,null,COMMUNE DE PLECHATEL 35470 PLECHATEL,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21220104000012,https://marches.megalis.bretagne.bzh,null,COMMUNE DE LANGUEDIAS 22980 LANGUEDIAS,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
21350133100010,https://marches.megalis.bretagne.bzh,null,COMMUNE DE IFFENDIC 35750 IFFENDIC,2021-05-06T09:54:46.246000,b94e8cf1-1e92-4e59-a8b7-9740f75b9053
